تاریخ,درجہ_حرارت_زیادہ,درجہ_حرارت_کم,بارش
۲۰۰۵-۰۲-۲۸,۲۶.۰,۱۴.۵,۱۲.۰
۲۰۰۵-۰۳-۰۱,۲۱.۲,۱۵.۰,۰.۱
۲۰۰۵-۰۳-۰۲,۲۱.۰,۱۲.۸,۱.۰
۲۰۰۵-۰۳-۰۳,۲۱.۵,۱۳.۵,۱.۶
۲۰۰۵-۰۳-۰۴,۲۵.۲,۱۳.۸,۰.۰
۲۰۰۵-۰۳-۰۵,۲۷.۰,۱۲.۵,۰.۰
۲۰۰۵-۰۳-۰۶,۲۶.۰,۱۲.۵,۰.۰
۲۰۰۵-۰۳-۰۷,۲۴.۷,۱۳.۸,۰.۰
۲۰۰۵-۰۳-۰۸,۲۷.۴,۱۳.۷,۰.۰
۲۰۰۵-۰۳-۰۹,۲۷.۰,۱۴.۳,۰.۰
۲۰۰۵-۰۳-۱۰,۲۳.۵,۱۴.۶,۰.۰
۲۰۰۵-۰۳-۱۱,۲۵.۷,۱۴.۵,۰.۰
۲۰۰۵-۰۳-۱۲,۲۷.۹,۱۵.۸,۰.۰
۲۰۰۵-۰۳-۱۳,۳۰.۲,۱۷.۷,۰.۰
۲۰۰۵-۰۳-۱۴,۳۱.۵,۱۸.۵,۰.۰
۲۰۰۵-۰۳-۱۵,۳۱.۳,۱۸.۴,۰.۰
۲۰۰۵-۰۳-۱۶,۳۲.۲,۱۹.۵,۰.۰
۲۰۰۵-۰۳-۱۷,۳۳.۱,۲۰.۵,۰.۰
۲۰۰۵-۰۳-۱۸,۳۰.۵,۱۸.۵,۹.۲
۲۰۰۵-۰۳-۱۹,۲۸.۰,۱۸.۴,۱.۲
۲۰۰۵-۰۳-۲۰,۲۷.۵,۱۶.۰,۱.۷
۲۰۰۵-۰۳-۲۱,۲۵.۳,۱۶.۰,۳۹.۰
۲۰۰۵-۰۳-۲۲,۲۵.۰,۱۵.۰,۰.۰
۲۰۰۵-۰۳-۲۳,۲۵.۰,۱۴.۰,۰.۰
۲۰۰۵-۰۳-۲۴,۲۷.۰,۱۵.۳,۰.۰
۲۰۰۵-۰۳-۲۵,۲۷.۵,۱۷.۵,۰.۰
۲۰۰۵-۰۳-۲۶,۲۹.۳,۱۶.۰,۰.۰
۲۰۰۵-۰۳-۲۷,۲۷.۸,۱۷.۳,۰.۰
۲۰۰۵-۰۳-۲۸,۳۲.۲,۱۶.۰,۰.۰
۲۰۰۵-۰۳-۲۹,۳۰.۳,۱۵.۸,۰.۰
۲۰۰۵-۰۳-۳۰,۳۰.۲,۱۴.۵,۰.۰
۲۰۰۵-۰۳-۳۱,۳۰.۰,۱۳.۵,۰.۰
۲۰۰۵-۰۴-۰۱,۳۲.۴,۱۶.۸,۰.۰
۲۰۰۵-۰۴-۰۲,۳۳.۰,۱۵.۲,۰.۰
۲۰۰۵-۰۴-۰۳,۳۴.۲,۱۶.۲,۰.۰
۲۰۰۵-۰۴-۰۴,۳۵.۱,۱۷.۵,۰.۰
۲۰۰۵-۰۴-۰۵,۳۶.۰,۱۸.۳,۰.۰
۲۰۰۵-۰۴-۰۶,۳۸.۲,۱۹.۲,۰.۰
۲۰۰۵-۰۴-۰۷,۳۷.۰,۲۱.۵,۰.۰
۲۰۰۵-۰۴-۰۸,۳۳.۱,۱۵.۸,۰.۰
۲۰۰۵-۰۴-۰۹,۲۹.۶,۱۲.۶,۰.۰
۲۰۰۵-۰۴-۱۰,۲۸.۷,۱۳.۰,۰.۰
۲۰۰۵-۰۴-۱۱,۳۰.۰,۱۳.۴,۰.۰
۲۰۰۵-۰۴-۱۲,۳۱.۵,۱۸.۵,۰.۰
۲۰۰۵-۰۴-۱۳,۳۴.۲,۱۶.۳,۰.۰
۲۰۰۵-۰۴-۱۴,۳۵.۲,۱۸.۸,
۲۰۰۵-۰۴-۱۵,۳۳.۷,۱۶.۵,۰.۰
۲۰۰۵-۰۴-۱۶,۳۵.۰,۱۶.۶,۰.۰
۲۰۰۵-۰۴-۱۷,۳۶.۰,۱۷.۳,۰.۰
۲۰۰۵-۰۴-۱۸,۳۸.۰,۱۸.۰,۰.۰
۲۰۰۵-۰۴-۱۹,۳۹.۲,۱۹.۵,۰.۰
۲۰۰۵-۰۴-۲۰,۴۰.۱,۲۵.۰,۰.۰
۲۰۰۵-۰۴-۲۱,۴۱.۰,۲۲.۶,۰.۰
۲۰۰۵-۰۴-۲۲,۴۰.۵,۲۴.۰,۰.۰
۲۰۰۵-۰۴-۲۳,۴۰.۰,۲۳.۸,۰.۰
۲۰۰۵-۰۴-۲۴,۳۸.۲,۲۴.۰,۰.۰
۲۰۰۵-۰۴-۲۵,۳۷.۵,۱۹.۵,۵.۵
۲۰۰۵-۰۴-۲۶,۲۸.۰,۱۸.۴,
۲۰۰۵-۰۴-۲۷,۳۱.۵,۱۹.۰,۰.۰
۲۰۰۵-۰۴-۲۸,۳۲.۰,۱۹.۱,۰.۰
۲۰۰۵-۰۴-۲۹,۳۳.۷,۲۲.۰,۰.۰
۲۰۰۵-۰۴-۳۰,۳۵.۳,۲۲.۲,۰.۰
۲۰۰۵-۰۵-۰۱,۳۷.۷,۲۲.۴,۳.۱
۲۰۰۵-۰۵-۰۲,۲۹.۵,۲۱.۸,۲.۰
۲۰۰۵-۰۵-۰۳,۳۲.۰,۱۹.۰,۱۷.۰
۲۰۰۵-۰۵-۰۴,۳۲.۲,۲۰.۰,
۲۰۰۵-۰۵-۰۵,۳۲.۰,۲۱.۵,۰.۰
۲۰۰۵-۰۵-۰۶,۳۵.۲,۲۴.۰,۰.۰
۲۰۰۵-۰۵-۰۷,۳۹.۲,۲۶.۳,
۲۰۰۵-۰۵-۰۸,۳۹.۵,۲۱.۶,۰.۰
۲۰۰۵-۰۵-۰۹,۳۴.۲,۲۰.۲,۰.۰
۲۰۰۵-۰۵-۱۰,۳۵.۳,۲۰.۰,۰.۰
۲۰۰۵-۰۵-۱۱,۳۸.۲,۲۴.۱,۰.۰
۲۰۰۵-۰۵-۱۲,۴۰.۸,۲۲.۰,۰.۰
۲۰۰۵-۰۵-۱۳,۴۱.۲,۲۵.۰,۰.۰
۲۰۰۵-۰۵-۱۴,۳۹.۵,۲۳.۵,۰.۰
۲۰۰۵-۰۵-۱۵,۳۸.۸,۲۳.۵,۰.۰
۲۰۰۵-۰۵-۱۶,۴۱.۲,۲۲.۸,۰.۰
۲۰۰۵-۰۵-۱۷,۴۲.۵,۲۴.۰,۰.۰
۲۰۰۵-۰۵-۱۸,۴۱.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۵-۱۹,۴۰.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۵-۲۰,۴۲.۳,۲۳.۸,۰.۰
۲۰۰۵-۰۵-۲۱,۴۰.۵,۲۴.۸,۰.۰
۲۰۰۵-۰۵-۲۲,۳۹.۲,۲۵.۵,
۲۰۰۵-۰۵-۲۳,۳۹.۲,۲۲.۸,۰.۰
۲۰۰۵-۰۵-۲۴,۳۸.۴,۲۱.۵,۰.۰
۲۰۰۵-۰۵-۲۵,۴۰.۵,۲۴.۰,۰.۰
۲۰۰۵-۰۵-۲۶,۴۱.۵,۲۴.۷,۰.۰
۲۰۰۵-۰۵-۲۷,۳۸.۵,۲۳.۲,۰.۰
۲۰۰۵-۰۵-۲۸,۴۱.۲,۲۴.۵,۰.۰
۲۰۰۵-۰۵-۲۹,۳۶.۵,۲۵.۸,۰.۰
۲۰۰۵-۰۵-۳۰,۳۸.۰,۲۴.۰,۰.۰
۲۰۰۵-۰۵-۳۱,۳۷.۰,۲۳.۵,۰.۰
۲۰۰۵-۰۶-۰۱,۳۹.۵,۲۳.۸,
۲۰۰۵-۰۶-۰۲,۴۱.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۶-۰۳,۴۲.۵,۲۵.۸,۰.۰
۲۰۰۵-۰۶-۰۴,۴۳.۸,۲۵.۵,۰.۰
۲۰۰۵-۰۶-۰۵,۴۵.۰,۲۶.۴,۰.۰
۲۰۰۵-۰۶-۰۶,۴۵.۵,۲۶.۵,۰.۰
۲۰۰۵-۰۶-۰۷,۴۲.۰,۳۰.۰,۰.۰
۲۰۰۵-۰۶-۰۸,۴۱.۴,۳۰.۵,۰.۰
۲۰۰۵-۰۶-۰۹,۴۱.۷,۳۰.۳,۰.۰
۲۰۰۵-۰۶-۱۰,۴۳.۵,۲۳.۷,
۲۰۰۵-۰۶-۱۱,۳۷.۸,۲۴.۸,۰.۰
۲۰۰۵-۰۶-۱۲,۴۱.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۱۳,۴۱.۱,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۱۴,۳۵.۳,۲۵.۰,۰.۰
۲۰۰۵-۰۶-۱۵,۴۲.۰,۲۶.۵,۰.۰
۲۰۰۵-۰۶-۱۶,۴۳.۵,۲۸.۷,۰.۰
۲۰۰۵-۰۶-۱۷,۴۵.۲,۳۰.۴,۰.۰
۲۰۰۵-۰۶-۱۸,۴۴.۵,۳۰.۰,۰.۰
۲۰۰۵-۰۶-۱۹,۴۴.۵,۲۹.۸,۰.۰
۲۰۰۵-۰۶-۲۰,۴۴.۷,۲۹.۷,۰.۰
۲۰۰۵-۰۶-۲۱,۴۵.۶,۳۲.۰,۰.۰
۲۰۰۵-۰۶-۲۲,۴۴.۵,۳۳.۶,۰.۰
۲۰۰۵-۰۶-۲۳,۴۵.۵,۳۳.۰,۰.۰
۲۰۰۵-۰۶-۲۴,۴۶.۰,۳۳.۷,۰.۰
۲۰۰۵-۰۶-۲۵,۴۵.۰,۳۳.۶,۰.۰
۲۰۰۵-۰۶-۲۶,۴۴.۶,۳۳.۴,۰.۰
۲۰۰۵-۰۶-۲۷,۴۳.۰,۳۲.۵,۰.۰
۲۰۰۵-۰۶-۲۸,۴۲.۱,۳۳.۳,۰.۰
۲۰۰۵-۰۶-۲۹,۴۳.۰,۳۰.۷,۰.۰
۲۰۰۵-۰۶-۳۰,۳۹.۵,۳۰.۱,۰.۰
۲۰۰۵-۰۷-۰۱,۴۰.۲,۳۰.۵,۰.۰
۲۰۰۵-۰۷-۰۲,۳۹.۵,۲۸.۶,
۲۰۰۵-۰۷-۰۳,۳۸.۱,۲۴.۰,۲۷.۲
۲۰۰۵-۰۷-۰۴,۳۵.۳,۲۳.۶,۷۰.۵
۲۰۰۵-۰۷-۰۵,۳۴.۵,۲۶.۲,۲.۰
۲۰۰۵-۰۷-۰۶,۳۶.۲,۲۳.۷,۸.۰
۲۰۰۵-۰۷-۰۷,۳۵.۰,۲۷.۶,۰.۰
۲۰۰۵-۰۷-۰۸,۳۶.۱,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۰۹,۳۶.۰,۲۷.۸,۰.۰
۲۰۰۵-۰۷-۱۰,۳۷.۷,۲۹.۵,۰.۰
۲۰۰۵-۰۷-۱۱,۴۰.۸,۳۱.۶,۰.۰
۲۰۰۵-۰۷-۱۲,۳۹.۵,۳۰.۸,۰.۰
۲۰۰۵-۰۷-۱۳,۳۷.۱,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۱۴,۳۷.۳,۲۹.۸,۰.۰
۲۰۰۵-۰۷-۱۵,۳۹.۰,۲۸.۶,۰.۰
۲۰۰۵-۰۷-۱۶,۳۹.۸,۳۰.۰,۰.۰
۲۰۰۵-۰۷-۱۷,۳۹.۶,۲۹.۵,۰.۰
۲۰۰۵-۰۷-۱۸,۴۰.۱,۳۰.۸,۰.۰
۲۰۰۵-۰۷-۱۹,۳۷.۳,۳۰.۵,۰.۰
۲۰۰۵-۰۷-۲۰,۳۸.۲,۲۹.۵,۰.۰
۲۰۰۵-۰۷-۲۱,۳۸.۳,۲۹.۸,۰.۰
۲۰۰۵-۰۷-۲۲,۳۷.۷,۳۰.۰,۰.۰
۲۰۰۵-۰۷-۲۳,۳۸.۴,۳۰.۳,۰.۰
۲۰۰۵-۰۷-۲۴,۳۸.۰,۲۷.۸,۰.۰
۲۰۰۵-۰۷-۲۵,۳۷.۷,۲۹.۷,۰.۰
۲۰۰۵-۰۷-۲۶,۴۰.۲,۳۱.۵,۰.۰
۲۰۰۵-۰۷-۲۷,۴۲.۰,۳۱.۵,۰.۰
۲۰۰۵-۰۷-۲۸,۴۰.۰,۲۸.۴,۰.۰
۲۰۰۵-۰۷-۲۹,۳۸.۱,۲۹.۰,۰.۰
۲۰۰۵-۰۷-۳۰,۴۰.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۷-۳۱,۳۹.۵,۲۸.۷,۰.۰
۲۰۰۵-۰۸-۰۱,۳۷.۶,۳۰.۵,۰.۰
۲۰۰۵-۰۸-۰۲,۴۰.۵,۳۱.۰,۰.۰
۲۰۰۵-۰۸-۰۳,۴۰.۰,۳۱.۸,۰.۰
۲۰۰۵-۰۸-۰۴,۴۱.۰,۳۱.۶,۰.۰
۲۰۰۵-۰۸-۰۵,۴۱.۸,۳۱.۹,۰.۰
۲۰۰۵-۰۸-۰۶,۴۱.۰,۲۹.۳,۰.۰
۲۰۰۵-۰۸-۰۷,۳۵.۲,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۰۸,۳۵.۵,۲۶.۳,۰.۰
۲۰۰۵-۰۸-۰۹,۳۴.۸,۲۷.۴,۰.۰
۲۰۰۵-۰۸-۱۰,۳۷.۰,۲۷.۸,۰.۰
۲۰۰۵-۰۸-۱۱,۳۷.۰,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۱۲,۳۷.۱,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۱۳,۳۷.۳,۲۹.۳,۰.۰
۲۰۰۵-۰۸-۱۴,۳۸.۵,۲۸.۸,۰.۰
۲۰۰۵-۰۸-۱۵,۳۷.۵,۲۹.۷,۰.۰
۲۰۰۵-۰۸-۱۶,۳۸.۰,۲۹.۲,۰.۰
۲۰۰۵-۰۸-۱۷,۳۷.۲,۲۹.۵,۰.۰
۲۰۰۵-۰۸-۱۸,۳۸.۴,۲۹.۳,۰.۰
۲۰۰۵-۰۸-۱۹,۳۷.۳,۲۹.۲,۰.۰
۲۰۰۵-۰۸-۲۰,۳۷.۸,۲۸.۸,۰.۰
۲۰۰۵-۰۸-۲۱,۳۶.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۲۲,۳۷.۸,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۲۳,۳۷.۰,۲۷.۹,۰.۰
۲۰۰۵-۰۸-۲۴,۳۷.۲,۲۶.۸,۰.۰
۲۰۰۵-۰۸-۲۵,۳۶.۵,۲۶.۴,۰.۰
۲۰۰۵-۰۸-۲۶,۳۵.۳,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۲۷,۳۷.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۲۸,۳۵.۰,۲۷.۷,۰.۰
۲۰۰۵-۰۸-۲۹,۳۶.۰,۲۷.۴,۰.۰
۲۰۰۵-۰۸-۳۰,۳۷.۰,۲۶.۸,۰.۰
۲۰۰۵-۰۸-۳۱,۳۸.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۹-۰۱,۳۶.۷,۲۵.۷,۰.۰
۲۰۰۵-۰۹-۰۲,۳۶.۵,۲۴.۸,۰.۰
۲۰۰۵-۰۹-۰۳,۳۷.۴,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۰۴,۳۹.۰,۲۶.۳,۰.۰
۲۰۰۵-۰۹-۰۵,۳۹.۲,۲۸.۰,۰.۰
۲۰۰۵-۰۹-۰۶,۴۱.۲,۲۸.۶,۰.۰
۲۰۰۵-۰۹-۰۷,۴۰.۵,۳۰.۰,۰.۰
۲۰۰۵-۰۹-۰۸,۳۹.۰,۲۵.۱,۰.۰
۲۰۰۵-۰۹-۰۹,۳۶.۸,۲۳.۳,۱۳.۰
۲۰۰۵-۰۹-۱۰,۳۲.۵,۲۵.۵,
۲۰۰۵-۰۹-۱۱,۳۴.۵,۲۵.۷,۰.۰
۲۰۰۵-۰۹-۱۲,۳۴.۸,۲۴.۸,۰.۰
۲۰۰۵-۰۹-۱۳,۳۵.۱,۲۴.۶,۰.۰
۲۰۰۵-۰۹-۱۴,۳۴.۵,۲۵.۴,۰.۰
۲۰۰۵-۰۹-۱۵,۳۲.۲,۲۲.۸,۱.۵
۲۰۰۵-۰۹-۱۶,۲۹.۱,۲۳.۸,۱.۶
۲۰۰۵-۰۹-۱۷,۳۶.۳,۲۷.۰,۰.۰
۲۰۰۵-۰۹-۱۸,۳۶.۳,۲۵.۷,۰.۰
۲۰۰۵-۰۹-۱۹,۳۴.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۲۰,۳۵.۳,۲۵.۴,۰.۰
۲۰۰۵-۰۹-۲۱,۳۷.۲,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۲۲,۳۷.۰,۲۶.۳,۰.۰
۲۰۰۵-۰۹-۲۳,۳۶.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۲۴,۳۵.۳,۲۵.۷,۰.۰
۲۰۰۵-۰۹-۲۵,۳۶.۳,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۲۶,۳۵.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۲۷,۳۶.۶,۲۵.۴,۰.۰
۲۰۰۵-۰۹-۲۸,۳۴.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۲۹,۳۶.۰,۲۲.۸,۰.۰
۲۰۰۵-۰۹-۳۰,۳۶.۵,۲۳.۲,۰.۰
۲۰۰۵-۱۰-۰۱,۳۶.۳,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۰۲,۳۷.۵,۲۱.۷,۰.۰
۲۰۰۵-۱۰-۰۳,۳۷.۵,۲۰.۳,۰.۰
۲۰۰۵-۱۰-۰۴,۳۷.۲,۲۲.۳,۰.۰
۲۰۰۵-۱۰-۰۵,۳۶.۰,۲۲.۴,۰.۰
۲۰۰۵-۱۰-۰۶,۳۶.۳,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۰۷,۳۶.۵,۲۰.۳,۰.۰
۲۰۰۵-۱۰-۰۸,۳۶.۷,۲۲.۰,۰.۰
۲۰۰۵-۱۰-۰۹,۳۶.۵,۱۹.۸,۰.۰
۲۰۰۵-۱۰-۱۰,۳۶.۲,۲۲.۷,۰.۰
۲۰۰۵-۱۰-۱۱,۳۵.۵,۲۴.۰,۰.۰
۲۰۰۵-۱۰-۱۲,۳۶.۰,۲۱.۲,
۲۰۰۵-۱۰-۱۳,۳۲.۵,۲۲.۰,۰.۰
۲۰۰۵-۱۰-۱۴,۳۴.۰,۲۱.۲,۰.۰
۲۰۰۵-۱۰-۱۵,۳۵.۰,۲۱.۰,۰.۰
۲۰۰۵-۱۰-۱۶,۳۶.۰,۱۹.۵,۰.۰
۲۰۰۵-۱۰-۱۷,۳۲.۰,۱۸.۰,۰.۰
۲۰۰۵-۱۰-۱۸,۳۲.۵,۱۸.۰,۰.۰
۲۰۰۵-۱۰-۱۹,۳۲.۲,۱۵.۷,۰.۰
۲۰۰۵-۱۰-۲۰,۳۲.۷,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۱,۳۴.۰,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۲۲,۳۴.۰,۱۵.۲,۰.۰
۲۰۰۵-۱۰-۲۳,۳۴.۰,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۴,۳۳.۵,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۵,۳۳.۲,۱۶.۰,۰.۰
۲۰۰۵-۱۰-۲۶,۳۴.۵,۱۶.۸,۰.۰
۲۰۰۵-۱۰-۲۷,۳۲.۰,۱۶.۵,۰.۰
۲۰۰۵-۱۰-۲۸,۳۲.۸,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۹,۳۲.۲,۱۴.۴,۰.۰
۲۰۰۵-۱۰-۳۰,۳۲.۵,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۳۱,۳۳.۲,۱۲.۵,۰.۰
۲۰۰۵-۱۱-۰۱,۳۰.۵,۱۲.۸,۰.۰
۲۰۰۵-۱۱-۰۲,۲۹.۵,۱۴.۰,۰.۰
۲۰۰۵-۱۱-۰۳,۲۹.۵,۱۵.۵,۰.۰
۲۰۰۵-۱۱-۰۴,۲۹.۳,۱۲.۶,۰.۰
۲۰۰۵-۱۱-۰۵,۲۹.۵,۱۲.۰,۰.۰
۲۰۰۵-۱۱-۰۶,۲۴.۰,۱۲.۸,۰.۰
۲۰۰۵-۱۱-۰۷,۲۹.۰,۱۲.۲,۰.۰
۲۰۰۵-۱۱-۰۸,۳۰.۲,۱۲.۲,۰.۰
۲۰۰۵-۱۱-۰۹,۲۹.۴,۱۲.۰,۰.۰
۲۰۰۵-۱۱-۱۰,۲۹.۸,۱۲.۸,۰.۰
۲۰۰۵-۱۱-۱۱,۳۲.۰,۱۴.۰,۰.۰
۲۰۰۵-۱۱-۱۲,۲۸.۳,۱۳.۰,۰.۰
۲۰۰۵-۱۱-۱۳,۲۸.۱,۱۳.۰,۰.۰
۲۰۰۵-۱۱-۱۴,۳۰.۳,۱۳.۶,۰.۰
۲۰۰۵-۱۱-۱۵,۳۱.۲,۱۲.۷,۰.۰
۲۰۰۵-۱۱-۱۶,۳۰.۳,۱۲.۰,۰.۰
۲۰۰۵-۱۱-۱۷,۲۹.۵,۱۰.۵,۰.۰
۲۰۰۵-۱۱-۱۸,۲۹.۳,۹.۵,۰.۰
۲۰۰۵-۱۱-۱۹,۲۸.۶,۹.۵,۰.۰
۲۰۰۵-۱۱-۲۰,۲۶.۲,۱۰.۰,۰.۰
۲۰۰۵-۱۱-۲۱,۲۸.۰,۱۰.۵,۰.۰
۲۰۰۵-۱۱-۲۲,۲۸.۰,۱۱.۰,۰.۰
۲۰۰۵-۱۱-۲۳,۲۹.۰,۱۰.۳,۰.۰
۲۰۰۵-۱۱-۲۴,۲۹.۲,۱۰.۰,۰.۰
۲۰۰۵-۱۱-۲۵,۲۸.۲,۱۰.۸,۰.۰
۲۰۰۵-۱۱-۲۶,۲۹.۰,۹.۱,۰.۰
۲۰۰۵-۱۱-۲۷,۲۸.۴,۹.۵,۰.۰
۲۰۰۵-۱۱-۲۸,۲۳.۲,۱۰.۷,۰.۰
۲۰۰۵-۱۱-۲۹,۲۲.۲,۶.۷,۰.۰
۲۰۰۵-۱۱-۳۰,۲۳.۵,۵.۳,۰.۰
۲۰۰۵-۱۲-۰۱,۲۳.۵,۴.۵,۰.۰
۲۰۰۵-۱۲-۰۲,۲۳.۵,۴.۵,۰.۰
۲۰۰۵-۱۲-۰۳,۲۴.۰,۵.۰,۰.۰
۲۰۰۵-۱۲-۰۴,۲۵.۲,۴.۷,۰.۰
۲۰۰۵-۱۲-۰۵,۲۵.۳,۵.۰,۰.۰
۲۰۰۵-۱۲-۰۶,۲۶.۰,۶.۲,۰.۰
۲۰۰۵-۱۲-۰۷,۲۶.۰,۶.۰,۰.۰
۲۰۰۵-۱۲-۰۸,۲۶.۲,۶.۰,۰.۰
۲۰۰۵-۱۲-۰۹,۲۶.۱,۶.۵,۰.۰
