تاریخ,درجہ_حرارت_زیادہ,درجہ_حرارت_کم,بارش
۲۰۰۵-۰۶-۰۶,۴۵.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۶-۰۷,۴۱.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۰۸,۳۸.۰,۲۴.۰,۰.۰
۲۰۰۵-۰۶-۰۹,۳۹.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۱۰,۴۰.۵,۲۱.۰,۴.۰
۲۰۰۵-۰۶-۱۱,۳۷.۰,۲۷.۱,۰.۰
۲۰۰۵-۰۶-۱۲,۳۹.۰,۲۶.۵,۰.۰
۲۰۰۵-۰۶-۱۳,۳۸.۵,۲۶.۰,۰.۰
۲۰۰۵-۰۶-۱۴,۳۶.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۶-۱۵,۴۰.۵,۲۶.۰,۰.۰
۲۰۰۵-۰۶-۱۶,۴۲.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۶-۱۷,۴۳.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۱۸,۴۴.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۱۹,۴۴.۵,۲۹.۷,۰.۰
۲۰۰۵-۰۶-۲۰,۴۳.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۶-۲۱,۴۵.۵,۲۹.۷,۰.۰
۲۰۰۵-۰۶-۲۲,۴۶.۰,۲۹.۵,۰.۰
۲۰۰۵-۰۶-۲۳,۴۶.۰,۳۰.۶,۰.۰
۲۰۰۵-۰۶-۲۴,۴۸.۰,۳۰.۷,۰.۰
۲۰۰۵-۰۶-۲۵,۴۵.۰,۳۱.۶,۰.۰
۲۰۰۵-۰۶-۲۶,۴۵.۰,۳۱.۰,۰.۰
۲۰۰۵-۰۶-۲۷,۴۲.۵,۳۰.۵,۰.۰
۲۰۰۵-۰۶-۲۸,۴۱.۰,۳۰.۰,۰.۰
۲۰۰۵-۰۶-۲۹,۴۲.۵,۲۳.۵,۵۴.۰
۲۰۰۵-۰۶-۳۰,۳۳.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۷-۰۱,۳۷.۰,۲۸.۹,۰.۰
۲۰۰۵-۰۷-۰۲,۳۰.۰,۲۵.۰,۳.۶
۲۰۰۵-۰۷-۰۳,۳۲.۰,۲۴.۰,۹.۶
۲۰۰۵-۰۷-۰۴,۳۵.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۷-۰۵,۳۶.۰,۲۵.۵,۰.۰
۲۰۰۵-۰۷-۰۶,۳۴.۵,۲۶.۰,۰.۰
۲۰۰۵-۰۷-۰۷,۳۴.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۷-۰۸,۳۳.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۷-۰۹,۲۹.۰,۲۵.۰,۰.۶
۲۰۰۵-۰۷-۱۰,۳۶.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۷-۱۱,۳۸.۵,۳۰.۰,۰.۰
۲۰۰۵-۰۷-۱۲,۳۸.۰,۲۴.۵,۱۸.۰
۲۰۰۵-۰۷-۱۳,۲۹.۵,۲۴.۰,۳۴.۰
۲۰۰۵-۰۷-۱۴,۳۴.۲,۲۸.۱,۰.۰
۲۰۰۵-۰۷-۱۵,۳۷.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۷-۱۶,۳۶.۰,۲۸.۳,۰.۰
۲۰۰۵-۰۷-۱۷,۳۶.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۷-۱۸,۳۳.۵,۲۷.۵,۲.۰
۲۰۰۵-۰۷-۱۹,۳۴.۰,۲۶.۵,۱۹.۰
۲۰۰۵-۰۷-۲۰,۳۸.۰,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۲۱,۳۸.۰,۲۸.۷,۰.۰
۲۰۰۵-۰۷-۲۲,۳۸.۰,۲۹.۰,۰.۰
۲۰۰۵-۰۷-۲۳,۳۷.۰,۳۰.۵,۰.۰
۲۰۰۵-۰۷-۲۴,۳۸.۵,۲۴.۴,۳.۰
۲۰۰۵-۰۷-۲۵,۳۶.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۷-۲۶,۴۰.۵,۲۹.۷,۰.۰
۲۰۰۵-۰۷-۲۷,۳۹.۵,۲۹.۵,۰.۰
۲۰۰۵-۰۷-۲۸,۳۵.۰,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۲۹,۳۸.۰,۲۹.۵,۰.۰
۲۰۰۵-۰۷-۳۰,,,۰.۰
۲۰۰۵-۰۷-۳۱,,,۰.۰
۲۰۰۵-۰۸-۰۱,۳۸.۵,۲۹.۰,۱.۷
۲۰۰۵-۰۸-۰۲,۳۸.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۰۳,۳۸.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۰۴,۳۹.۳,۲۹.۵,۰.۰
۲۰۰۵-۰۸-۰۵,۴۰.۰,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۰۶,۳۹.۵,۲۹.۱,۰.۰
۲۰۰۵-۰۸-۰۷,۳۶.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۰۸,۳۵.۰,۲۲.۵,۲۱.۳
۲۰۰۵-۰۸-۰۹,۲۹.۰,۲۵.۰,۲.۰
۲۰۰۵-۰۸-۱۰,۳۵.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۱۱,۳۸.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۱۲,۳۷.۰,۲۷.۵,۰.۰
۲۰۰۵-۰۸-۱۳,۳۷.۴,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۱۴,۴۰.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۱۵,۳۹.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۱۶,۳۸.۵,۲۹.۲,۰.۰
۲۰۰۵-۰۸-۱۷,۳۸.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۱۸,۳۸.۲,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۱۹,۳۹.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۲۰,۳۸.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۲۱,۳۷.۵,۲۶.۴,۰.۰
۲۰۰۵-۰۸-۲۲,۳۷.۵,۲۶.۰,۵.۰
۲۰۰۵-۰۸-۲۳,۳۸.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۲۴,۳۸.۵,۲۶.۵,۰.۰
۲۰۰۵-۰۸-۲۵,۳۷.۰,۲۶.۵,۰.۰
۲۰۰۵-۰۸-۲۶,۳۷.۰,۲۶.۰,۰.۰
۲۰۰۵-۰۸-۲۷,۳۷.۴,۲۶.۵,۰.۰
۲۰۰۵-۰۸-۲۸,۳۷.۰,۲۶.۵,۰.۰
۲۰۰۵-۰۸-۲۹,۳۵.۵,۲۵.۵,۰.۰
۲۰۰۵-۰۸-۳۰,۳۸.۰,۲۶.۰,۰.۰
۲۰۰۵-۰۸-۳۱,۳۸.۰,۲۶.۰,۰.۰
۲۰۰۵-۰۹-۰۱,۳۸.۶,۲۵.۳,۰.۰
۲۰۰۵-۰۹-۰۲,۳۹.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۰۳,۳۸.۵,۲۴.۷,۰.۰
۲۰۰۵-۰۹-۰۴,۳۹.۴,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۰۵,۳۹.۷,۲۶.۰,۰.۰
۲۰۰۵-۰۹-۰۶,۳۹.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۹-۰۷,۳۸.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۹-۰۸,۳۸.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۹-۰۹,۳۸.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۱۰,۳۵.۰,۲۴.۰,۳۳.۳
۲۰۰۵-۰۹-۱۱,۳۲.۵,۲۳.۸,۰.۰
۲۰۰۵-۰۹-۱۲,۳۳.۰,۲۴.۵,۰.۴
۲۰۰۵-۰۹-۱۳,۳۳.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۱۴,۳۳.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۱۵,۳۱.۰,۲۱.۶,۱۳.۲
۲۰۰۵-۰۹-۱۶,۲۹.۲,۲۳.۵,۰.۰
۲۰۰۵-۰۹-۱۷,۳۵.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۱۸,۳۶.۰,۲۱.۰,۹.۶
۲۰۰۵-۰۹-۱۹,۲۹.۵,۲۳.۰,۰.۰
۲۰۰۵-۰۹-۲۰,۳۲.۴,۲۳.۰,۰.۰
۲۰۰۵-۰۹-۲۱,۳۵.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۲۲,۳۶.۲,۲۶.۵,۰.۰
۲۰۰۵-۰۹-۲۳,۳۶.۵,۲۱.۰,۷۳.۰
۲۰۰۵-۰۹-۲۴,۳۳.۰,۲۳.۵,۰.۰
۲۰۰۵-۰۹-۲۵,۳۵.۰,۲۴.۰,۰.۰
۲۰۰۵-۰۹-۲۶,۳۵.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۲۷,۳۴.۳,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۲۸,۳۴.۲,۲۴.۰,۰.۰
۲۰۰۵-۰۹-۲۹,۳۵.۵,۲۳.۰,۰.۰
۲۰۰۵-۰۹-۳۰,۳۶.۵,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۰۱,۳۶.۰,۲۱.۰,۰.۰
۲۰۰۵-۱۰-۰۲,۳۶.۲,۲۰.۸,۰.۰
۲۰۰۵-۱۰-۰۳,۳۵.۵,۲۲.۰,۰.۰
۲۰۰۵-۱۰-۰۴,۳۵.۰,۲۱.۵,۰.۰
۲۰۰۵-۱۰-۰۵,۳۳.۵,۲۱.۴,۰.۰
۲۰۰۵-۱۰-۰۶,۳۴.۵,۲۱.۰,۰.۰
۲۰۰۵-۱۰-۰۷,۳۷.۰,۲۰.۵,۰.۰
۲۰۰۵-۱۰-۰۸,۳۶.۵,۲۰.۰,۰.۰
۲۰۰۵-۱۰-۰۹,۳۵.۵,۲۱.۵,۰.۰
۲۰۰۵-۱۰-۱۰,۳۵.۵,۱۹.۷,۰.۰
۲۰۰۵-۱۰-۱۱,۳۵.۵,۲۱.۰,۰.۰
۲۰۰۵-۱۰-۱۲,۳۵.۰,۱۹.۵,۰.۰
۲۰۰۵-۱۰-۱۳,۳۱.۵,۲۰.۵,۰.۰
۲۰۰۵-۱۰-۱۴,۳۲.۳,۲۰.۰,۰.۰
۲۰۰۵-۱۰-۱۵,۳۳.۵,۲۰.۵,۰.۰
۲۰۰۵-۱۰-۱۶,۳۳.۵,۲۱.۵,۰.۰
۲۰۰۵-۱۰-۱۷,۳۰.۰,۱۸.۲,۰.۰
۲۰۰۵-۱۰-۱۸,۳۲.۰,۱۷.۵,۰.۰
۲۰۰۵-۱۰-۱۹,۳۱.۵,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۰,۳۲.۵,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۲۱,۳۲.۰,۱۳.۰,۰.۰
۲۰۰۵-۱۰-۲۲,۳۱.۵,۱۲.۳,۰.۰
۲۰۰۵-۱۰-۲۳,۳۳.۰,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۲۴,۳۳.۰,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۵,۳۳.۰,۱۵.۰,۰.۰
۲۰۰۵-۱۰-۲۶,۳۲.۵,۱۶.۰,۰.۰
۲۰۰۵-۱۰-۲۷,۳۲.۰,۱۵.۰,۰.۰
۲۰۰۵-۱۰-۲۸,۳۱.۵,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۲۹,۳۲.۵,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۳۰,۳۱.۵,۱۲.۵,۰.۰
۲۰۰۵-۱۰-۳۱,۳۲.۰,۱۴.۰,۰.۰
۲۰۰۵-۱۱-۰۱,۳۰.۵,۱۴.۵,۰.۰
۲۰۰۵-۱۱-۰۲,۲۸.۰,۱۵.۰,۰.۰
۲۰۰۵-۱۱-۰۳,۲۸.۵,۱۵.۰,۰.۰
۲۰۰۵-۱۱-۰۴,۲۶.۲,۱۳.۳,۰.۰
۲۰۰۵-۱۱-۰۵,۲۸.۵,۱۲.۲,۰.۰
۲۰۰۵-۱۱-۰۶,۲۸.۳,۱۲.۰,۰.۰
۲۰۰۵-۱۱-۰۷,۲۸.۰,۱۳.۳,۰.۰
۲۰۰۵-۱۱-۰۸,۲۸.۵,۱۲.۵,۰.۰
۲۰۰۵-۱۱-۰۹,۲۹.۰,۱۲.۵,۰.۰
۲۰۰۵-۱۱-۱۰,۲۹.۰,۱۲.۵,۰.۰
۲۰۰۵-۱۱-۱۱,۲۹.۵,۱۳.۵,۰.۰
۲۰۰۵-۱۱-۱۲,۲۸.۰,۱۴.۰,۰.۰
۲۰۰۵-۱۱-۱۳,۲۸.۰,۱۳.۵,۰.۰
۲۰۰۵-۱۱-۱۴,۲۷.۵,۱۱.۰,۰.۰
۲۰۰۵-۱۱-۱۵,۳۰.۵,۱۲.۰,۰.۰
۲۰۰۵-۱۱-۱۶,۲۸.۰,۹.۵,۰.۰
۲۰۰۵-۱۱-۱۷,۲۷.۵,۹.۰,۰.۰
۲۰۰۵-۱۱-۱۸,۲۷.۰,۶.۵,۰.۰
۲۰۰۵-۱۱-۱۹,۲۷.۵,۶.۵,۰.۰
۲۰۰۵-۱۱-۲۰,۲۸.۰,۹.۰,۰.۰
۲۰۰۵-۱۱-۲۱,۲۷.۵,۹.۰,۰.۰
۲۰۰۵-۱۱-۲۲,۲۹.۲,۱۰.۰,۰.۰
۲۰۰۵-۱۱-۲۳,۲۷.۵,۹.۰,۰.۰
۲۰۰۵-۱۱-۲۴,۲۸.۰,۹.۰,۰.۰
۲۰۰۵-۱۱-۲۵,۲۸.۲,۹.۵,۰.۰
۲۰۰۵-۱۱-۲۶,۲۸.۵,۱۱.۵,۰.۰
۲۰۰۵-۱۱-۲۷,۲۷.۰,۱۳.۵,۰.۰
۲۰۰۵-۱۱-۲۸,۲۳.۵,۱۰.۰,۰.۰
۲۰۰۵-۱۱-۲۹,۲۲.۰,۷.۰,۰.۰
۲۰۰۵-۱۱-۳۰,۲۱.۵,۴.۰,۰.۰
۲۰۰۵-۱۲-۰۱,۲۱.۵,۳.۵,۰.۰
۲۰۰۵-۱۲-۰۲,۲۱.۵,۳.۵,۰.۰
۲۰۰۵-۱۲-۰۳,۲۲.۵,۳.۰,۰.۰
۲۰۰۵-۱۲-۰۴,۲۲.۵,۳.۵,۰.۰
۲۰۰۵-۱۲-۰۵,۲۳.۳,۴.۰,۰.۰
۲۰۰۵-۱۲-۰۶,۲۴.۵,۵.۰,۰.۰
۲۰۰۵-۱۲-۰۷,۲۵.۵,۵.۰,۰.۰
۲۰۰۵-۱۲-۰۸,۲۶.۴,۵.۲,۰.۰
