تاریخ,درجہ_حرارت_زیادہ,درجہ_حرارت_کم,بارش
۲۰۰۵-۰۴-۲۲,۳۸.۵,۲۳.۰,۰.۰
۲۰۰۵-۰۴-۲۳,۳۹.۵,۲۲.۰,۰.۰
۲۰۰۵-۰۴-۲۴,۳۸.۰,۲۳.۰,۰.۰
۲۰۰۵-۰۴-۲۵,۳۲.۵,۱۹.۵,۱۰.۰
۲۰۰۵-۰۴-۲۶,۲۶.۰,۱۸.۰,۲.۰
۲۰۰۵-۰۴-۲۷,۳۲.۵,۱۶.۵,۸.۰
۲۰۰۵-۰۴-۲۸,۲۹.۰,۱۶.۵,۰.۰
۲۰۰۵-۰۴-۲۹,۳۲.۵,۱۹.۵,۰.۰
۲۰۰۵-۰۴-۳۰,۳۵.۰,۲۱.۰,۰.۰
۲۰۰۵-۰۵-۰۱,۳۷.۰,۲۲.۰,۰.۰
۲۰۰۵-۰۵-۰۲,۳۳.۵,۲۳.۵,۰.۰
۲۰۰۵-۰۵-۰۳,۲۹.۰,۲۱.۰,۰.۰
۲۰۰۵-۰۵-۰۴,۲۳.۵,۱۹.۰,۴.۰
۲۰۰۵-۰۵-۰۵,۳۲.۰,۲۰.۵,۰.۰
۲۰۰۵-۰۵-۰۶,۳۵.۵,۲۳.۰,۰.۰
۲۰۰۵-۰۵-۰۷,۳۶.۰,۲۳.۰,۰.۰
۲۰۰۵-۰۵-۰۸,۳۷.۵,۲۱.۰,۱۳.۰
۲۰۰۵-۰۵-۰۹,۳۲.۵,۱۸.۵,۳.۰
۲۰۰۵-۰۵-۱۰,۳۳.۵,۱۸.۰,۰.۰
۲۰۰۵-۰۵-۱۱,۳۶.۵,۲۱.۵,۰.۰
۲۰۰۵-۰۵-۱۲,۳۸.۰,۲۲.۵,۰.۰
۲۰۰۵-۰۵-۱۳,۳۹.۵,۲۶.۵,۰.۰
۲۰۰۵-۰۵-۱۴,۳۹.۵,۲۱.۵,۰.۰
۲۰۰۵-۰۵-۱۵,۳۸.۰,۲۱.۵,۰.۰
۲۰۰۵-۰۵-۱۶,۴۰.۰,۲۶.۵,۰.۰
۲۰۰۵-۰۵-۱۷,۴۰.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۵-۱۸,۳۹.۵,۲۶.۵,۰.۰
۲۰۰۵-۰۵-۱۹,۳۸.۵,۲۵.۵,۰.۰
۲۰۰۵-۰۵-۲۰,۳۷.۰,۲۴.۰,۰.۰
۲۰۰۵-۰۵-۲۱,۳۹.۰,۲۵.۵,۰.۰
۲۰۰۵-۰۵-۲۲,۳۶.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۵-۲۳,۳۶.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۵-۲۴,۳۸.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۵-۲۵,۴۰.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۵-۲۶,۴۰.۰,۲۵.۵,۰.۰
۲۰۰۵-۰۵-۲۷,۳۸.۵,۲۴.۰,۰.۰
۲۰۰۵-۰۵-۲۸,۳۸.۵,۲۶.۰,۰.۰
۲۰۰۵-۰۵-۲۹,۳۹.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۵-۳۰,۳۵.۵,۲۳.۰,۰.۰
۲۰۰۵-۰۵-۳۱,۳۷.۵,۲۳.۵,۰.۰
۲۰۰۵-۰۶-۰۱,۳۸.۵,۲۳.۰,۰.۰
۲۰۰۵-۰۶-۰۲,۴۱.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۶-۰۳,۴۲.۰,۲۷.۵,۰.۰
۲۰۰۵-۰۶-۰۴,۴۳.۵,۲۶.۵,۰.۰
۲۰۰۵-۰۶-۰۵,۴۵.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۰۶,۴۵.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۶-۰۷,۴۱.۵,۲۷.۵,۰.۰
۲۰۰۵-۰۶-۰۸,۴۰.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۶-۰۹,۴۱.۵,۲۸.۰,۰.۰
۲۰۰۵-۰۶-۱۰,۴۰.۵,۲۱.۰,۴.۰
۲۰۰۵-۰۶-۱۱,۳۸.۰,۲۵.۹,۰.۰
۲۰۰۵-۰۶-۱۲,۳۹.۵,۲۷.۵,۰.۰
۲۰۰۵-۰۶-۱۳,۴۰.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۶-۱۴,۴۰.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۶-۱۵,۴۱.۵,۲۶.۰,۰.۰
۲۰۰۵-۰۶-۱۶,۴۴.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۶-۱۷,۴۴.۰,۲۹.۵,۰.۰
۲۰۰۵-۰۶-۱۸,۴۵.۷,۳۰.۵,۰.۰
۲۰۰۵-۰۶-۱۹,۴۳.۶,۲۹.۰,۰.۰
۲۰۰۵-۰۶-۲۰,۴۵.۱,۲۹.۹,۰.۰
۲۰۰۵-۰۶-۲۱,۴۶.۱,۳۰.۴,۰.۰
۲۰۰۵-۰۶-۲۲,۴۷.۲,۳۰.۵,۰.۰
۲۰۰۵-۰۶-۲۳,۴۸.۲,۳۰.۴,۰.۰
۲۰۰۵-۰۶-۲۴,۵۰.۰,۳۱.۹,۰.۰
۲۰۰۵-۰۶-۲۵,۴۴.۳,۳۲.۵,۰.۰
۲۰۰۵-۰۶-۲۶,۴۶.۵,۳۳.۰,۰.۰
۲۰۰۵-۰۶-۲۷,۴۶.۰,۳۱.۰,۰.۰
۲۰۰۵-۰۶-۲۸,۴۲.۰,۳۲.۵,۰.۰
۲۰۰۵-۰۶-۲۹,۴۴.۰,۲۵.۰,۳.۰
۲۰۰۵-۰۶-۳۰,۳۵.۶,۲۶.۹,۰.۰
۲۰۰۵-۰۷-۰۱,۳۹.۰,۲۹.۵,۳.۰
۲۰۰۵-۰۷-۰۲,۳۰.۵,۲۵.۵,۶۵.۰
۲۰۰۵-۰۷-۰۳,۳۴.۰,۲۲.۵,۲۰.۰
۲۰۰۵-۰۷-۰۴,۳۵.۰,۲۴.۰,۰.۰
۲۰۰۵-۰۷-۰۵,۳۷.۰,۲۴.۵,۱.۰
۲۰۰۵-۰۷-۰۶,۳۵.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۷-۰۷,۳۵.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۷-۰۸,۳۴.۵,۲۶.۰,۰.۰
۲۰۰۵-۰۷-۰۹,۲۹.۰,۲۶.۵,۴.۰
۲۰۰۵-۰۷-۱۰,۳۸.۰,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۱۱,۳۹.۵,۳۱.۰,۰.۰
۲۰۰۵-۰۷-۱۲,۳۹.۰,۲۴.۵,۵۱.۰
۲۰۰۵-۰۷-۱۳,۲۷.۵,۲۴.۵,۴۴.۰
۲۰۰۵-۰۷-۱۴,۳۴.۵,۲۷.۹,۰.۰
۲۰۰۵-۰۷-۱۵,۳۶.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۷-۱۶,۳۷.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۷-۱۷,۳۶.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۷-۱۸,۳۳.۵,۲۳.۵,۴۰.۰
۲۰۰۵-۰۷-۱۹,۳۶.۰,۲۸.۹,۰.۰
۲۰۰۵-۰۷-۲۰,۳۹.۰,۳۰.۰,۰.۰
۲۰۰۵-۰۷-۲۱,۳۹.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۷-۲۲,۳۸.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۷-۲۳,۳۷.۵,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۲۴,۳۹.۰,۲۳.۵,۳۸.۰
۲۰۰۵-۰۷-۲۵,۳۶.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۷-۲۶,۳۸.۲,۳۰.۵,۰.۰
۲۰۰۵-۰۷-۲۷,۳۸.۵,۳۰.۰,۰.۰
۲۰۰۵-۰۷-۲۸,۳۳.۰,۲۶.۰,۱.۰
۲۰۰۵-۰۷-۲۹,۳۷.۵,۲۹.۹,۰.۰
۲۰۰۵-۰۷-۳۰,۳۳.۱,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۳۱,۳۷.۵,۳۰.۰,۰.۰
۲۰۰۵-۰۸-۰۱,۳۹.۵,۳۰.۵,۰.۰
۲۰۰۵-۰۸-۰۲,۳۹.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۰۳,۳۹.۰,۳۰.۹,۰.۰
۲۰۰۵-۰۸-۰۴,۳۹.۵,۳۰.۵,۰.۰
۲۰۰۵-۰۸-۰۵,۳۹.۵,۳۰.۵,۰.۰
۲۰۰۵-۰۸-۰۶,۳۹.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۸-۰۷,۳۶.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۰۸,۳۰.۰,۲۳.۵,۲۵.۰
۲۰۰۵-۰۸-۰۹,۳۲.۰,۲۵.۵,۰.۰
۲۰۰۵-۰۸-۱۰,۳۵.۵,۲۷.۵,۰.۰
۲۰۰۵-۰۸-۱۱,۳۸.۰,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۱۲,۳۸.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۱۳,۳۹.۰,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۱۴,۳۹.۵,۳۰.۰,۰.۰
۲۰۰۵-۰۸-۱۵,۴۰.۵,۳۰.۰,۰.۰
۲۰۰۵-۰۸-۱۶,۴۰.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۱۷,۳۸.۵,۲۶.۰,۸.۰
۲۰۰۵-۰۸-۱۸,۳۸.۰,۲۷.۹,۰.۰
۲۰۰۵-۰۸-۱۹,۳۷.۵,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۲۰,۳۹.۰,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۲۱,۳۶.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۸-۲۲,۳۶.۵,۲۷.۵,۰.۰
۲۰۰۵-۰۸-۲۳,۳۸.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۲۴,۳۹.۵,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۲۵,۳۸.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۲۶,۳۸.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۲۷,۳۹.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۲۸,۳۷.۰,۲۷.۵,۰.۰
۲۰۰۵-۰۸-۲۹,۳۶.۰,۲۶.۵,۰.۰
۲۰۰۵-۰۸-۳۰,۳۸.۵,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۳۱,۳۹.۰,۲۷.۵,۰.۰
۲۰۰۵-۰۹-۰۱,۴۰.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۹-۰۲,۴۰.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۹-۰۳,۴۰.۵,۲۶.۵,۰.۰
۲۰۰۵-۰۹-۰۴,۳۹.۵,۲۷.۰,۰.۰
۲۰۰۵-۰۹-۰۵,۳۹.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۹-۰۶,۴۰.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۹-۰۷,۳۸.۵,۲۹.۵,۰.۰
۲۰۰۵-۰۹-۰۸,۳۸.۵,۲۸.۰,۰.۰
۲۰۰۵-۰۹-۰۹,۳۸.۵,۲۵.۰,۱.۰
۲۰۰۵-۰۹-۱۰,۳۷.۰,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۱۱,۳۴.۵,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۱۲,۳۱.۵,۲۰.۵,۱۵.۰
۲۰۰۵-۰۹-۱۳,۳۴.۵,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۱۴,۳۴.۵,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۱۵,۳۲.۵,۲۳.۵,۰.۰
۲۰۰۵-۰۹-۱۶,۳۱.۰,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۱۷,۳۷.۵,۲۶.۰,۰.۰
۲۰۰۵-۰۹-۱۸,۳۷.۵,۱۹.۵,۴۳.۰
۲۰۰۵-۰۹-۱۹,۲۹.۰,۲۰.۹,۰.۰
۲۰۰۵-۰۹-۲۰,۳۴.۵,۲۴.۵,۰.۰
۲۰۰۵-۰۹-۲۱,۳۵.۵,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۲۲,۳۷.۰,۲۷.۰,۰.۰
۲۰۰۵-۰۹-۲۳,۳۶.۰,۲۳.۵,۰.۰
۲۰۰۵-۰۹-۲۴,۳۴.۰,۲۳.۵,۰.۰
۲۰۰۵-۰۹-۲۵,۳۶.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۲۶,۳۶.۰,۲۴.۰,۰.۰
۲۰۰۵-۰۹-۲۷,۳۵.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۹-۲۸,۳۵.۵,۲۳.۵,۰.۰
۲۰۰۵-۰۹-۲۹,۳۷.۰,۲۴.۰,۰.۰
۲۰۰۵-۰۹-۳۰,۳۷.۰,۲۳.۵,۰.۰
۲۰۰۵-۱۰-۰۱,۳۶.۵,۲۳.۰,۰.۰
۲۰۰۵-۱۰-۰۲,۳۷.۵,۲۳.۵,۰.۰
۲۰۰۵-۱۰-۰۳,۳۶.۰,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۰۴,۳۵.۵,۲۳.۰,۰.۰
۲۰۰۵-۱۰-۰۵,۳۴.۰,۲۱.۵,۰.۰
۲۰۰۵-۱۰-۰۶,۳۶.۵,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۰۷,۳۷.۰,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۰۸,۳۷.۰,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۰۹,۳۶.۰,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۱۰,۳۵.۵,۲۲.۵,۰.۰
۲۰۰۵-۱۰-۱۱,۳۵.۰,۲۱.۵,۰.۰
۲۰۰۵-۱۰-۱۲,۳۵.۰,۱۸.۵,۶.۰
۲۰۰۵-۱۰-۱۳,۳۱.۰,۱۹.۰,۰.۰
۲۰۰۵-۱۰-۱۴,۳۲.۰,۱۹.۰,۰.۰
۲۰۰۵-۱۰-۱۵,۳۲.۰,۲۱.۰,۰.۰
۲۰۰۵-۱۰-۱۶,۳۲.۵,۲۲.۰,۰.۰
۲۰۰۵-۱۰-۱۷,۲۹.۵,۱۷.۵,۰.۰
۲۰۰۵-۱۰-۱۸,۳۱.۵,۱۷.۵,۰.۰
۲۰۰۵-۱۰-۱۹,۳۲.۰,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۰,۳۲.۵,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۲۱,۳۳.۰,۱۴.۰,۰.۰
۲۰۰۵-۱۰-۲۲,۳۲.۵,۱۵.۰,۰.۰
۲۰۰۵-۱۰-۲۳,۳۱.۵,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۴,۳۱.۵,۱۶.۰,۰.۰
۲۰۰۵-۱۰-۲۵,۳۰.۵,۱۷.۰,۰.۰
۲۰۰۵-۱۰-۲۶,۳۰.۵,۱۷.۵,۰.۰
۲۰۰۵-۱۰-۲۷,۳۰.۵,۱۵.۵,۰.۰
۲۰۰۵-۱۰-۲۸,۳۲.۵,۱۴.۵,۰.۰
۲۰۰۵-۱۰-۲۹,۳۳.۰,۱۵.۰,۰.۰
۲۰۰۵-۱۰-۳۰,۳۳.۰,۱۳.۵,۰.۰
۲۰۰۵-۱۰-۳۱,۳۲.۰,۱۵.۵,۰.۰
۲۰۰۵-۱۱-۰۱,۲۹.۵,۱۵.۵,۰.۰
۲۰۰۵-۱۱-۰۲,۲۷.۰,۱۵.۵,۰.۰
۲۰۰۵-۱۱-۰۳,۲۶.۵,۱۴.۵,۰.۰
۲۰۰۵-۱۱-۰۴,۲۸.۰,۱۴.۰,۰.۰
۲۰۰۵-۱۱-۰۵,۲۹.۰,۱۳.۶,۰.۰
۲۰۰۵-۱۱-۰۶,۲۹.۰,۱۴.۱,۰.۰
۲۰۰۵-۱۱-۰۷,۲۹.۰,۱۳.۸,۰.۰
۲۰۰۵-۱۱-۰۸,۲۸.۸,۱۳.۹,۰.۰
۲۰۰۵-۱۱-۰۹,۲۷.۸,۱۲.۷,۰.۰
۲۰۰۵-۱۱-۱۰,۲۸.۶,۱۳.۵,۰.۰
۲۰۰۵-۱۱-۱۱,۲۸.۰,۱۶.۵,۰.۰
۲۰۰۵-۱۱-۱۲,۲۶.۵,۱۵.۰,۰.۰
۲۰۰۵-۱۱-۱۳,۲۸.۵,۱۳.۸,۰.۰
۲۰۰۵-۱۱-۱۴,۲۸.۶,۱۱.۵,۰.۰
۲۰۰۵-۱۱-۱۵,۳۰.۵,۱۲.۰,۰.۰
۲۰۰۵-۱۱-۱۶,۲۹.۷,۱۰.۲,۰.۰
۲۰۰۵-۱۱-۱۷,۲۸.۷,۸.۳,۰.۰
۲۰۰۵-۱۱-۱۸,۲۷.۷,۸.۰,۰.۰
۲۰۰۵-۱۱-۱۹,۳۰.۰,۸.۸,۰.۰
۲۰۰۵-۱۱-۲۰,۲۷.۵,۹.۰,۰.۰
۲۰۰۵-۱۱-۲۱,۲۹.۴,۱۰.۲,۰.۰
۲۰۰۵-۱۱-۲۲,۲۷.۷,۱۰.۵,۰.۰
۲۰۰۵-۱۱-۲۳,۲۹.۵,۱۰.۲,۰.۰
۲۰۰۵-۱۱-۲۴,۲۹.۳,۱۰.۵,۰.۰
۲۰۰۵-۱۱-۲۵,۲۹.۵,۱۰.۵,۰.۰
۲۰۰۵-۱۱-۲۶,۲۷.۲,۱۱.۵,۰.۰
۲۰۰۵-۱۱-۲۷,۲۵.۰,۱۴.۵,۰.۰
۲۰۰۵-۱۱-۲۸,۲۳.۰,۱۲.۳,۰.۰
۲۰۰۵-۱۱-۲۹,۲۲.۵,۶.۵,۰.۰
۲۰۰۵-۱۱-۳۰,۲۲.۸,۵.۰,۰.۰
۲۰۰۵-۱۲-۰۱,۲۲.۵,۵.۰,۰.۰
۲۰۰۵-۱۲-۰۲,۲۲.۰,۴.۵,۰.۰
۲۰۰۵-۱۲-۰۳,۲۲.۵,۴.۰,۰.۰
۲۰۰۵-۱۲-۰۴,۲۳.۰,۴.۰,۰.۰
۲۰۰۵-۱۲-۰۵,۲۳.۵,۵.۰,۰.۰
۲۰۰۵-۱۲-۰۶,۲۶.۰,۵.۵,۰.۰
۲۰۰۵-۱۲-۰۷,۲۵.۰,۵.۵,۰.۰
