تاریخ,درجہ_حرارت_زیادہ,درجہ_حرارت_کم,بارش
۲۰۰۵-۰۳-۱۱,۲۰.۵,۱۴.۶,۰.۲
۲۰۰۵-۰۳-۱۲,۲۵.۶,۱۶.۲,۰.۰
۲۰۰۵-۰۳-۱۳,۲۷.۷,۱۸.۴,۰.۰
۲۰۰۵-۰۳-۱۴,۲۸.۷,۱۹.۰,۰.۰
۲۰۰۵-۰۳-۱۵,۲۹.۲,۲۰.۰,۰.۰
۲۰۰۵-۰۳-۱۶,۳۰.۰,۱۹.۷,۰.۰
۲۰۰۵-۰۳-۱۷,۳۱.۱,۲۲.۳,۰.۰
۲۰۰۵-۰۳-۱۸,۲۵.۰,۱۸.۳,۱۲.۲
۲۰۰۵-۰۳-۱۹,۲۲.۶,۱۶.۴,۱.۴
۲۰۰۵-۰۳-۲۰,۲۷.۲,۱۷.۵,
۲۰۰۵-۰۳-۲۱,۲۸.۷,۱۷.۵,۲۸.۵
۲۰۰۵-۰۳-۲۲,۲۰.۱,۱۵.۰,۱۷.۶
۲۰۰۵-۰۳-۲۳,۲۴.۲,۱۶.۰,۰.۰
۲۰۰۵-۰۳-۲۴,۲۴.۸,۱۶.۵,۰.۰
۲۰۰۵-۰۳-۲۵,۲۶.۳,۱۷.۳,۰.۰
۲۰۰۵-۰۳-۲۶,۲۵.۴,۱۶.۶,
۲۰۰۵-۰۳-۲۷,۲۸.۱,۱۸.۳,۲.۰
۲۰۰۵-۰۳-۲۸,۲۹.۱,۱۸.۵,۰.۰
۲۰۰۵-۰۳-۲۹,۲۹.۳,۱۷.۸,۰.۰
۲۰۰۵-۰۳-۳۰,۲۹.۰,۱۸.۳,۰.۰
۲۰۰۵-۰۳-۳۱,۲۹.۰,۱۷.۴,۰.۰
۲۰۰۵-۰۴-۰۱,۲۹.۶,۱۸.۷,۰.۰
۲۰۰۵-۰۴-۰۲,۳۰.۷,۱۸.۵,۰.۰
۲۰۰۵-۰۴-۰۳,۳۲.۳,۱۹.۵,۰.۰
۲۰۰۵-۰۴-۰۴,۳۳.۵,۲۱.۴,۰.۰
۲۰۰۵-۰۴-۰۵,۳۴.۵,۲۱.۴,۰.۰
۲۰۰۵-۰۴-۰۶,۳۶.۷,۲۳.۴,۰.۰
۲۰۰۵-۰۴-۰۷,۳۶.۲,۲۳.۵,۰.۰
۲۰۰۵-۰۴-۰۸,۳۲.۷,۱۸.۸,۰.۰
۲۰۰۵-۰۴-۰۹,۲۶.۷,۱۶.۵,۰.۰
۲۰۰۵-۰۴-۱۰,۲۹.۰,۱۷.۰,۰.۰
۲۰۰۵-۰۴-۱۱,۲۷.۳,۱۶.۸,۰.۰
۲۰۰۵-۰۴-۱۲,۲۹.۶,۱۸.۴,۰.۰
۲۰۰۵-۰۴-۱۳,۳۲.۰,۱۹.۴,۰.۰
۲۰۰۵-۰۴-۱۴,۳۴.۰,۲۲.۵,۰.۰
۲۰۰۵-۰۴-۱۵,۳۵.۷,۲۱.۶,۰.۰
۲۰۰۵-۰۴-۱۶,۳۴.۸,۲۱.۸,۰.۰
۲۰۰۵-۰۴-۱۷,۳۴.۵,۲۲.۰,۰.۰
۲۰۰۵-۰۴-۱۸,۳۵.۴,۲۰.۶,۰.۰
۲۰۰۵-۰۴-۱۹,۳۶.۲,۲۱.۲,۰.۰
۲۰۰۵-۰۴-۲۰,۳۷.۲,۲۱.۴,۰.۰
۲۰۰۵-۰۴-۲۱,۳۷.۸,۲۴.۵,۰.۰
۲۰۰۵-۰۴-۲۲,۳۷.۸,۲۵.۸,۰.۰
۲۰۰۵-۰۴-۲۳,۳۷.۳,۲۴.۰,۰.۰
۲۰۰۵-۰۴-۲۴,۳۴.۳,۲۲.۸,
۲۰۰۵-۰۴-۲۵,۳۲.۰,۲۲.۰,
۲۰۰۵-۰۴-۲۶,۳۱.۰,۱۹.۶,۲.۰
۲۰۰۵-۰۴-۲۷,۳۳.۱,۱۹.۰,۷.۶
۲۰۰۵-۰۴-۲۸,۲۷.۵,۱۸.۵,۱.۸
۲۰۰۵-۰۴-۲۹,۳۲.۷,۲۰.۸,۰.۰
۲۰۰۵-۰۴-۳۰,۳۴.۸,۲۲.۵,۰.۰
۲۰۰۵-۰۵-۰۱,۳۶.۰,۲۴.۴,۰.۰
۲۰۰۵-۰۵-۰۲,۳۰.۶,۲۳.۰,۰.۰
۲۰۰۵-۰۵-۰۳,۳۳.۵,۲۱.۶,۰.۵
۲۰۰۵-۰۵-۰۴,۲۶.۰,۲۰.۵,۰.۸
۲۰۰۵-۰۵-۰۵,۳۱.۴,۲۳.۳,۰.۰
۲۰۰۵-۰۵-۰۶,۳۳.۵,۲۴.۸,۰.۰
۲۰۰۵-۰۵-۰۷,۳۶.۳,۲۵.۴,۰.۰
۲۰۰۵-۰۵-۰۸,۳۸.۲,۲۳.۰,
۲۰۰۵-۰۵-۰۹,۳۶.۱,۲۲.۷,۰.۴
۲۰۰۵-۰۵-۱۰,۳۳.۷,۲۲.۸,۰.۰
۲۰۰۵-۰۵-۱۱,۳۵.۰,۲۲.۷,۰.۰
۲۰۰۵-۰۵-۱۲,۳۷.۲,۲۴.۰,۰.۰
۲۰۰۵-۰۵-۱۳,۳۸.۷,۲۷.۰,۰.۰
۲۰۰۵-۰۵-۱۴,۳۷.۴,۲۲.۵,۰.۰
۲۰۰۵-۰۵-۱۵,۳۷.۶,۲۳.۵,۰.۰
۲۰۰۵-۰۵-۱۶,۳۹.۲,۲۷.۷,۰.۰
۲۰۰۵-۰۵-۱۷,۳۹.۰,۲۵.۷,
۲۰۰۵-۰۵-۱۸,۳۹.۸,۲۵.۵,
۲۰۰۵-۰۵-۱۹,۳۸.۰,۲۶.۱,۰.۰
۲۰۰۵-۰۵-۲۰,۳۸.۵,۲۷.۱,
۲۰۰۵-۰۵-۲۱,۳۹.۱,۲۷.۰,۰.۰
۲۰۰۵-۰۵-۲۲,۳۸.۴,۲۶.۲,
۲۰۰۵-۰۵-۲۳,۳۷.۶,۲۵.۷,۰.۰
۲۰۰۵-۰۵-۲۴,۳۸.۰,۲۶.۸,۰.۰
۲۰۰۵-۰۵-۲۵,۳۹.۵,۲۶.۲,۰.۰
۲۰۰۵-۰۵-۲۶,۳۹.۹,۲۵.۶,۰.۰
۲۰۰۵-۰۵-۲۷,۳۹.۵,۲۴.۲,۰.۰
۲۰۰۵-۰۵-۲۸,۳۹.۳,۲۶.۷,۰.۰
۲۰۰۵-۰۵-۲۹,۳۹.۸,۲۷.۲,۰.۰
۲۰۰۵-۰۵-۳۰,۳۵.۰,۲۴.۶,۰.۰
۲۰۰۵-۰۵-۳۱,۳۷.۴,۲۶.۰,۰.۰
۲۰۰۵-۰۶-۰۱,۳۸.۴,۲۶.۵,۰.۰
۲۰۰۵-۰۶-۰۲,۴۰.۱,۲۸.۵,۰.۰
۲۰۰۵-۰۶-۰۳,۴۱.۵,۲۸.۱,۰.۰
۲۰۰۵-۰۶-۰۴,۴۲.۳,۲۸.۶,۰.۰
۲۰۰۵-۰۶-۰۵,۴۳.۱,۲۹.۲,۰.۰
۲۰۰۵-۰۶-۰۶,۴۴.۲,۳۰.۵,۰.۰
۲۰۰۵-۰۶-۰۷,۳۹.۳,۲۶.۸,۰.۰
۲۰۰۵-۰۶-۰۸,۳۷.۵,۲۶.۶,
۲۰۰۵-۰۶-۰۹,۳۸.۶,۳۰.۱,۰.۰
۲۰۰۵-۰۶-۱۰,۴۰.۸,۲۲.۰,۱۳.۰
۲۰۰۵-۰۶-۱۱,۳۶.۷,۲۵.۵,۰.۰
۲۰۰۵-۰۶-۱۲,۳۸.۷,۲۸.۹,۰.۰
۲۰۰۵-۰۶-۱۳,۳۹.۵,۲۸.۷,۰.۰
۲۰۰۵-۰۶-۱۴,۳۶.۳,۲۸.۹,۰.۰
۲۰۰۵-۰۶-۱۵,۳۹.۳,۲۹.۸,۰.۰
۲۰۰۵-۰۶-۱۶,۴۱.۵,۲۹.۳,۰.۰
۲۰۰۵-۰۶-۱۷,۴۲.۱,۳۰.۵,۰.۰
۲۰۰۵-۰۶-۱۸,۴۳.۰,۳۰.۸,۰.۰
۲۰۰۵-۰۶-۱۹,۴۲.۸,۲۹.۵,۰.۰
۲۰۰۵-۰۶-۲۰,۴۳.۰,۳۱.۷,۰.۰
۲۰۰۵-۰۶-۲۱,۴۴.۹,۳۳.۰,۰.۰
۲۰۰۵-۰۶-۲۲,۴۴.۳,۳۳.۹,۰.۰
۲۰۰۵-۰۶-۲۳,۴۴.۳,۳۳.۵,۰.۰
۲۰۰۵-۰۶-۲۴,۴۵.۲,۳۰.۵,۰.۰
۲۰۰۵-۰۶-۲۵,۴۱.۸,۳۱.۹,۰.۰
۲۰۰۵-۰۶-۲۶,۴۱.۸,۳۱.۵,۰.۰
۲۰۰۵-۰۶-۲۷,۳۷.۱,۲۹.۱,۰.۰
۲۰۰۵-۰۶-۲۸,۳۸.۰,۲۹.۵,۰.۰
۲۰۰۵-۰۶-۲۹,۳۶.۹,۲۴.۵,۱۶.۸
۲۰۰۵-۰۶-۳۰,۳۲.۱,۲۷.۵,۲.۲
۲۰۰۵-۰۷-۰۱,۳۵.۸,۲۸.۵,۰.۰
۲۰۰۵-۰۷-۰۲,۲۹.۵,۲۲.۰,۱۳۶.۸
۲۰۰۵-۰۷-۰۳,۳۰.۷,۲۳.۰,۲۹.۸
۲۰۰۵-۰۷-۰۴,۳۲.۶,۲۷.۰,۰.۰
۲۰۰۵-۰۷-۰۵,۳۴.۰,۲۵.۰,۰.۰
۲۰۰۵-۰۷-۰۶,۳۲.۳,۲۶.۶,۰.۲
۲۰۰۵-۰۷-۰۷,۳۱.۷,۲۴.۶,۰.۰
۲۰۰۵-۰۷-۰۸,۲۶.۸,۲۳.۶,۸.۹
۲۰۰۵-۰۷-۰۹,۳۱.۴,۲۴.۵,۳.۰
۲۰۰۵-۰۷-۱۰,۳۴.۷,۲۸.۸,
۲۰۰۵-۰۷-۱۱,۳۶.۷,۲۸.۴,۰.۲
۲۰۰۵-۰۷-۱۲,۳۴.۴,۲۴.۵,۵.۰
۲۰۰۵-۰۷-۱۳,۳۱.۳,۲۶.۹,
۲۰۰۵-۰۷-۱۴,۳۴.۲,۲۸.۹,
۲۰۰۵-۰۷-۱۵,۳۴.۷,۲۷.۲,۱.۰
۲۰۰۵-۰۷-۱۶,۳۴.۲,۲۸.۰,۰.۰
۲۰۰۵-۰۷-۱۷,۳۴.۵,۲۸.۸,
۲۰۰۵-۰۷-۱۸,۳۴.۳,۲۹.۳,۰.۰
۲۰۰۵-۰۷-۱۹,۳۴.۴,۲۵.۱,۲۰.۰
۲۰۰۵-۰۷-۲۰,۳۷.۱,۲۸.۵,۰.۰
۲۰۰۵-۰۷-۲۱,۳۷.۵,۲۳.۵,۱۵.۰
۲۰۰۵-۰۷-۲۲,۳۴.۶,۲۳.۷,۰.۰
۲۰۰۵-۰۷-۲۳,۳۶.۰,۲۵.۶,۰.۳
۲۰۰۵-۰۷-۲۴,۳۷.۴,۲۶.۰,۲.۷
۲۰۰۵-۰۷-۲۵,۳۵.۷,۲۷.۵,۰.۰
۲۰۰۵-۰۷-۲۶,۳۶.۵,۳۰.۵,
۲۰۰۵-۰۷-۲۷,۳۶.۰,۲۸.۰,۰.۰
۲۰۰۵-۰۷-۲۸,۳۵.۲,۲۹.۰,۰.۰
۲۰۰۵-۰۷-۲۹,۳۵.۶,۲۸.۵,۰.۶
۲۰۰۵-۰۷-۳۰,۳۶.۰,۲۷.۵,
۲۰۰۵-۰۷-۳۱,۳۹.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۰۱,۳۴.۷,۲۹.۵,۳.۰
۲۰۰۵-۰۸-۰۲,۳۶.۵,۲۸.۵,۶.۴
۲۰۰۵-۰۸-۰۳,۳۴.۵,۲۸.۶,۱۸.۰
۲۰۰۵-۰۸-۰۴,۳۵.۸,۲۴.۵,۳۹.۰
۲۰۰۵-۰۸-۰۵,۳۶.۸,۲۵.۴,۰.۵
۲۰۰۵-۰۸-۰۶,۳۶.۲,۲۴.۴,۹.۷
۲۰۰۵-۰۸-۰۷,۳۰.۲,۲۹.۳,۷.۰
۲۰۰۵-۰۸-۰۸,۲۹.۷,۱۹.۸,۳۴.۰
۲۰۰۵-۰۸-۰۹,۳۰.۶,۲۲.۸,۱.۰
۲۰۰۵-۰۸-۱۰,۳۳.۸,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۱۱,۳۵.۴,۲۹.۲,۰.۰
۲۰۰۵-۰۸-۱۲,۳۵.۶,۲۹.۹,۰.۰
۲۰۰۵-۰۸-۱۳,۳۶.۴,۳۱.۰,۰.۰
۲۰۰۵-۰۸-۱۴,۳۷.۰,۳۰.۸,۰.۰
۲۰۰۵-۰۸-۱۵,۳۷.۷,۳۱.۲,۰.۰
۲۰۰۵-۰۸-۱۶,۳۷.۱,۲۹.۸,۰.۰
۲۰۰۵-۰۸-۱۷,۳۵.۰,۲۶.۵,۰.۰
۲۰۰۵-۰۸-۱۸,۳۶.۵,۲۷.۳,۰.۰
۲۰۰۵-۰۸-۱۹,۳۵.۳,۲۵.۵,۰.۴
۲۰۰۵-۰۸-۲۰,۳۷.۱,۳۰.۵,۰.۰
۲۰۰۵-۰۸-۲۱,۳۴.۷,۲۶.۷,۰.۰
۲۰۰۵-۰۸-۲۲,۳۵.۵,۲۸.۰,۰.۰
۲۰۰۵-۰۸-۲۳,۳۵.۷,۲۵.۸,۱۰.۰
۲۰۰۵-۰۸-۲۴,۳۶.۵,۲۹.۰,۰.۰
۲۰۰۵-۰۸-۲۵,۳۶.۱,۲۸.۷,۰.۰
۲۰۰۵-۰۸-۲۶,۳۶.۱,۲۸.۵,۰.۰
۲۰۰۵-۰۸-۲۷,۳۶.۰,۲۷.۳,۰.۰
۲۰۰۵-۰۸-۲۸,۳۶.۰,۲۶.۴,
۲۰۰۵-۰۸-۲۹,۳۴.۰,۲۵.۲,
۲۰۰۵-۰۸-۳۰,۳۵.۲,۲۸.۳,۰.۰
۲۰۰۵-۰۸-۳۱,۳۶.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۹-۰۱,۳۶.۷,۲۸.۸,۰.۰
۲۰۰۵-۰۹-۰۲,۳۷.۱,۲۸.۰,۰.۰
۲۰۰۵-۰۹-۰۳,۳۷.۲,۲۷.۶,۰.۰
۲۰۰۵-۰۹-۰۴,۳۸.۶,۲۸.۳,۰.۰
۲۰۰۵-۰۹-۰۵,۳۷.۰,۲۸.۵,۰.۰
۲۰۰۵-۰۹-۰۶,۳۶.۵,۲۸.۵,۰.۰
۲۰۰۵-۰۹-۰۷,۳۶.۱,۲۸.۳,۰.۰
۲۰۰۵-۰۹-۰۸,۳۵.۶,۲۸.۵,۰.۰
۲۰۰۵-۰۹-۰۹,۳۴.۵,۲۶.۰,
۲۰۰۵-۰۹-۱۰,۳۳.۸,۲۳.۷,۱۵.۰
۲۰۰۵-۰۹-۱۱,۳۲.۰,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۱۲,۳۲.۸,۲۶.۸,۰.۰
۲۰۰۵-۰۹-۱۳,۳۱.۷,۲۴.۲,۰.۰
۲۰۰۵-۰۹-۱۴,۳۱.۵,۲۴.۰,۱.۲
۲۰۰۵-۰۹-۱۵,۲۸.۰,۲۲.۴,۲۹.۲
۲۰۰۵-۰۹-۱۶,۲۹.۷,۲۴.۰,
۲۰۰۵-۰۹-۱۷,۳۴.۰,۲۵.۸,۰.۰
۲۰۰۵-۰۹-۱۸,۳۴.۴,۲۱.۴,۱۴.۶
۲۰۰۵-۰۹-۱۹,۲۹.۶,۲۱.۵,۰.۰
۲۰۰۵-۰۹-۲۰,۳۲.۷,۲۵.۳,۰.۰
۲۰۰۵-۰۹-۲۱,۳۵.۲,۲۶.۸,۰.۰
۲۰۰۵-۰۹-۲۲,۳۵.۶,۲۸.۳,۰.۰
۲۰۰۵-۰۹-۲۳,۳۵.۳,۲۳.۲,۹.۸
۲۰۰۵-۰۹-۲۴,۳۲.۷,۲۴.۸,۰.۰
۲۰۰۵-۰۹-۲۵,۳۳.۰,۲۴.۴,۰.۰
۲۰۰۵-۰۹-۲۶,۳۳.۵,۲۴.۰,۰.۰
۲۰۰۵-۰۹-۲۷,۳۳.۸,۲۵.۵,۰.۰
۲۰۰۵-۰۹-۲۸,۳۴.۴,۲۶.۳,۰.۰
۲۰۰۵-۰۹-۲۹,۳۴.۵,۲۶.۵,۰.۰
۲۰۰۵-۰۹-۳۰,۳۵.۰,۲۵.۵,۰.۰
۲۰۰۵-۱۰-۰۱,۳۵.۰,۲۵.۰,۰.۰
۲۰۰۵-۱۰-۰۲,۳۵.۵,۲۴.۳,۰.۰
۲۰۰۵-۱۰-۰۳,۳۵.۹,۲۴.۴,۰.۰
۲۰۰۵-۱۰-۰۴,۳۴.۵,۲۴.۰,۰.۰
۲۰۰۵-۱۰-۰۵,۳۳.۹,۲۳.۷,۰.۰
۲۰۰۵-۱۰-۰۶,۳۳.۹,۲۵.۵,۰.۰
۲۰۰۵-۱۰-۰۷,۳۴.۷,۲۴.۳,۰.۰
۲۰۰۵-۱۰-۰۸,۳۵.۳,۲۴.۵,۰.۰
۲۰۰۵-۱۰-۰۹,۳۵.۱,۲۳.۰,۰.۰
۲۰۰۵-۱۰-۱۰,۳۴.۸,۲۳.۰,۰.۰
۲۰۰۵-۱۰-۱۱,۳۴.۳,۲۳.۳,۰.۰
۲۰۰۵-۱۰-۱۲,۳۴.۴,۲۰.۸,۰.۸
۲۰۰۵-۱۰-۱۳,۳۲.۰,۲۱.۰,۰.۰
۲۰۰۵-۱۰-۱۴,۳۲.۵,۲۲.۰,۰.۰
۲۰۰۵-۱۰-۱۵,۳۲.۷,۱۹.۸,۰.۰
۲۰۰۵-۱۰-۱۶,۳۲.۵,۲۱.۰,۰.۰
۲۰۰۵-۱۰-۱۷,۲۸.۷,۲۰.۰,۰.۰
۲۰۰۵-۱۰-۱۸,۳۰.۵,۲۰.۵,۰.۰
۲۰۰۵-۱۰-۱۹,۳۰.۰,۱۸.۸,۰.۰
۲۰۰۵-۱۰-۲۰,۳۱.۰,۱۷.۳,۰.۰
۲۰۰۵-۱۰-۲۱,۳۰.۶,۱۶.۵,۰.۰
۲۰۰۵-۱۰-۲۲,۳۰.۵,۱۷.۳,۰.۰
۲۰۰۵-۱۰-۲۳,۳۱.۱,۱۶.۷,۰.۰
۲۰۰۵-۱۰-۲۴,۳۱.۶,۱۷.۸,۰.۰
۲۰۰۵-۱۰-۲۵,۳۰.۵,۱۷.۵,۰.۰
۲۰۰۵-۱۰-۲۶,۳۱.۲,۱۸.۷,۰.۰
۲۰۰۵-۱۰-۲۷,۳۰.۹,۱۸.۴,۰.۰
۲۰۰۵-۱۰-۲۸,۳۰.۵,۱۷.۴,۰.۰
۲۰۰۵-۱۰-۲۹,۳۱.۲,۱۶.۶,۰.۰
۲۰۰۵-۱۰-۳۰,۳۰.۶,۱۶.۹,۰.۰
۲۰۰۵-۱۰-۳۱,۳۰.۳,۱۶.۷,۰.۰
۲۰۰۵-۱۱-۰۱,۲۸.۵,۱۶.۸,۰.۰
۲۰۰۵-۱۱-۰۲,۲۷.۶,۱۶.۸,۰.۰
۲۰۰۵-۱۱-۰۳,۲۷.۹,۱۷.۱,۰.۰
۲۰۰۵-۱۱-۰۴,۲۶.۶,۱۶.۶,۰.۰
۲۰۰۵-۱۱-۰۵,۲۸.۶,۱۵.۰,۰.۰
۲۰۰۵-۱۱-۰۶,۲۸.۴,۱۵.۰,۰.۰
۲۰۰۵-۱۱-۰۷,۲۸.۳,۱۶.۷,۰.۰
۲۰۰۵-۱۱-۰۸,۲۸.۱,۱۵.۴,۰.۰
۲۰۰۵-۱۱-۰۹,۲۷.۷,۱۵.۲,۰.۰
۲۰۰۵-۱۱-۱۰,۲۷.۷,۱۵.۰,۰.۰
۲۰۰۵-۱۱-۱۱,۲۸.۶,۱۴.۹,۰.۰
۲۰۰۵-۱۱-۱۲,۲۸.۴,۱۶.۱,۰.۰
۲۰۰۵-۱۱-۱۳,۲۹.۱,۱۶.۰,۰.۰
۲۰۰۵-۱۱-۱۴,۲۹.۰,۱۵.۵,۰.۰
۲۰۰۵-۱۱-۱۵,۲۷.۷,۱۴.۰,۰.۰
۲۰۰۵-۱۱-۱۶,۲۸.۶,۱۴.۱,۰.۰
۲۰۰۵-۱۱-۱۷,۲۷.۸,۱۳.۰,۰.۰
۲۰۰۵-۱۱-۱۸,۲۶.۶,۱۱.۷,۰.۰
۲۰۰۵-۱۱-۱۹,۲۵.۶,۱۱.۴,۰.۰
۲۰۰۵-۱۱-۲۰,۲۵.۸,۱۱.۵,۰.۰
۲۰۰۵-۱۱-۲۱,۲۷.۴,۱۱.۴,۰.۰
۲۰۰۵-۱۱-۲۲,۲۸.۰,۱۲.۵,۰.۰
۲۰۰۵-۱۱-۲۳,۲۷.۰,۱۲.۰,۰.۰
۲۰۰۵-۱۱-۲۴,۲۷.۴,۱۲.۵,۰.۰
۲۰۰۵-۱۱-۲۵,۲۷.۰,۱۲.۷,۰.۰
۲۰۰۵-۱۱-۲۶,۲۷.۱,۱۱.۸,۰.۰
۲۰۰۵-۱۱-۲۷,۲۶.۰,۱۲.۲,۰.۰
۲۰۰۵-۱۱-۲۸,۲۱.۶,۱۲.۹,۰.۰
۲۰۰۵-۱۱-۲۹,۲۲.۱,۱۱.۹,
۲۰۰۵-۱۱-۳۰,۲۳.۰,۸.۳,۰.۰
۲۰۰۵-۱۲-۰۱,۲۲.۰,۷.۴,۰.۰
۲۰۰۵-۱۲-۰۲,۲۲.۱,۷.۴,۰.۰
۲۰۰۵-۱۲-۰۳,۲۱.۷,۷.۱,۰.۰
۲۰۰۵-۱۲-۰۴,۲۱.۸,۶.۷,۰.۰
۲۰۰۵-۱۲-۰۵,۲۲.۶,۷.۰,۰.۰
۲۰۰۵-۱۲-۰۶,۲۴.۲,۹.۲,۰.۰
۲۰۰۵-۱۲-۰۷,۲۵.۲,۹.۰,۰.۰
۲۰۰۵-۱۲-۰۸,۲۴.۷,۹.۰,۰.۰
۲۰۰۵-۱۲-۰۹,۲۴.۹,۹.۰,۰.۰
۲۰۰۵-۱۲-۱۰,۲۳.۶,۸.۰,۰.۰
